professors_list,ratings_list,subjects_list,difficulty_list,link_list
Kwai Chan,3.9,Mathematics,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1832461
Matthew Powell,3.4,History,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=512710
Helen Cow,4.0,Computer Science,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=663374
Lora Groppetti,5.0,Education,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1062830
Hopi Breton,4.7,Fine Arts,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1125366
Akihiko Kumakura,4.9,Languages,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1281268
Sara Stafford,4.5,Music,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1331948
Elizabeth A. Pirie,4.5,English,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1401551
John Vanderbilt,4.4,Mathematics,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1402323
Janie Vranicar-Lewis,5.0,Education,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1434074
Karin Munoz,4.4,Health Science,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1463113
Liz Cabiles,4.5,Business Administration,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1519319
Matthew Morrissey,4.3,Administration Of Justice,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1626845
Concha Gomez,1.6,Mathematics,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2168290
Mohamed Eisa,4.0,Accounting,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1965466
Jill Buettner,4.9,English,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1890494
Michael Strait,4.1,Computer Science,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2021830
Diana Mircheva,3.6,Mathematics,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1968727
Scott MacDougall,3.5,Political Science,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=68089
Susan Oksenendler,5.0,Languages,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2104764
Joseph Gorga,4.7,Biology,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1084904
Monte Bairos,3.0,Music,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=495672
Lamine Akaba,3.5,Economics,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1898652
Mohamad Eisa,2.6,Accounting,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1769308
James Wilson,4.5,English,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2308322
Manuel Covarrubias,0.0,Engineering,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2791217
Jenny Freidenreich,3.3,Mathematics,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1109410
Susan Parkinson,3.9,Biology,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1213571
Blake Longfellow,4.9,Speech,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2228043
Ryan Buckley,5.0,Business Administration,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2738474
Victor Van Veen,0.0,Psychology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2793864
Amr Elkady,3.9,Computer Science,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1883401
Natalya Lebedeva,2.1,Economics,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2242582
Karen Bloom,1.8,Biology,4.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=724661
Andrea Medina,0.0,Film,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2796198
Christina French,3.8,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=110523
